0,-1.028971,private,0.35208657,11th,-1.2165225,never_married,machine_op_inspct,own_child,black,male,-0.14543362,-0.21916214,-0.07888656,united_states
0,-0.057420556,private,-0.94496393,h_s_grad,-0.43488383,married_civ_spouse,farming_fishing,husband,white,male,-0.14543362,-0.21916214,0.75010616,united_states
1,-0.804767,local_gov,1.395016,assoc_acdm,0.7375741,married_civ_spouse,protective_serv,husband,white,male,-0.14543362,-0.21916214,-0.07888656,united_states
1,0.3909873,private,-0.27735996,some_college,-0.044064526,married_civ_spouse,machine_op_inspct,husband,black,male,0.85259545,-0.21916214,-0.07888656,united_states
0,-0.35635912,private,0.085940674,10th,-1.6073418,never_married,other_service,not_in_family,white,male,-0.14543362,-0.21916214,-0.9078793,united_states
1,1.8109455,self_emp_not_inc,-0.80471873,prof_school,1.910032,married_civ_spouse,prof_specialty,husband,white,male,0.25738692,-0.21916214,-0.74208075,united_states
0,-1.1037055,private,1.7047826,some_college,-0.044064526,never_married,other_service,unmarried,white,female,-0.14543362,-0.21916214,-0.07888656,united_states
0,1.2130684,private,-0.80121547,7th_8th,-2.3889804,married_civ_spouse,craft_repair,husband,white,male,-0.14543362,-0.21916214,-2.5658648,united_states
1,1.9604148,private,-0.04887918,h_s_grad,-0.43488383,married_civ_spouse,machine_op_inspct,husband,white,male,0.6877285,-0.21916214,-0.07888656,united_states
0,-0.20688984,federal_gov,0.21633881,bachelors,1.1283934,married_civ_spouse,adm_clerical,husband,white,male,-0.14543362,-0.21916214,-0.07888656,united_states
0,-0.95423627,private,-1.018088,h_s_grad,-0.43488383,never_married,adm_clerical,not_in_family,white,female,-0.14543362,-0.21916214,-0.16178583,united_states
1,0.6899259,private,0.85317063,h_s_grad,-0.43488383,married_civ_spouse,machine_op_inspct,husband,white,male,0.25738692,-0.21916214,0.5843076,united_states
1,0.31625265,private,1.4824846,masters,1.5192127,married_civ_spouse,exec_managerial,husband,white,male,-0.14543362,-0.21916214,0.75010616,united_states
0,-1.4026442,state_gov,2.413839,some_college,-0.044064526,never_married,other_service,own_child,white,male,-0.14543362,-0.21916214,-1.3223757,united_states
0,0.31625265,private,-0.5800537,h_s_grad,-0.43488383,married_civ_spouse,adm_clerical,wife,white,female,-0.14543362,-0.21916214,-0.9078793,united_states
0,-0.1321552,private,-1.2220647,h_s_grad,-0.43488383,widowed,machine_op_inspct,unmarried,white,female,-0.14543362,-0.21916214,-1.7368721,united_states
1,-0.35635912,private,-0.7735868,bachelors,1.1283934,married_civ_spouse,tech_support,husband,white,male,-0.14543362,-0.21916214,0.50140834,united_states
0,-0.35635912,private,0.46368057,some_college,-0.044064526,never_married,other_service,own_child,black,female,-0.14543362,-0.21916214,-0.49338293,united_states
0,-1.028971,private,0.29649788,bachelors,1.1283934,never_married,prof_specialty,not_in_family,white,male,-0.14543362,-0.21916214,0.16981126,peru
0,-1.028971,private,0.15462409,bachelors,1.1283934,married_civ_spouse,prof_specialty,husband,white,male,-0.14543362,-0.21916214,-0.07888656,united_states
1,0.46572194,self_emp_not_inc,2.3027751,h_s_grad,-0.43488383,married_civ_spouse,craft_repair,husband,white,male,0.801967,-0.21916214,4.066077,united_states
0,-1.2531749,private,0.44321945,h_s_grad,-0.43488383,never_married,adm_clerical,own_child,white,male,-0.14543362,-0.21916214,-1.7368721,united_states
0,-1.1784402,private,-0.5223725,h_s_grad,-0.43488383,separated,machine_op_inspct,unmarried,black,male,-0.14543362,-0.21916214,1.0817033,united_states
0,1.1383338,private,-0.853102,h_s_grad,-0.43488383,married_civ_spouse,craft_repair,husband,white,male,-0.14543362,-0.21916214,-0.49338293,united_states
0,-0.50582844,self_emp_not_inc,-0.76063406,some_college,-0.044064526,never_married,prof_specialty,not_in_family,white,male,-0.14543362,-0.21916214,1.5790989,united_states
1,0.5404566,state_gov,-0.78750527,some_college,-0.044064526,married_civ_spouse,exec_managerial,husband,black,male,0.85259545,-0.21916214,-0.24468511,united_states
0,1.287803,self_emp_not_inc,-0.028077213,11th,-1.2165225,widowed,other_service,unmarried,white,female,-0.14543362,-0.21916214,0.75010616,united_states
0,-1.1037055,self_emp_not_inc,-0.012710078,bachelors,1.1283934,never_married,sales,not_in_family,white,male,-0.14543362,-0.21916214,0.75010616,united_states
0,-1.1784402,local_gov,0.6486164,some_college,-0.044064526,married_civ_spouse,protective_serv,husband,white,male,-0.14543362,-0.21916214,-0.07888656,united_states
0,-0.95423627,private,-1.3852707,h_s_grad,-0.43488383,divorced,exec_managerial,unmarried,white,female,-0.14543362,-0.21916214,-0.07888656,united_states
1,-0.20688984,local_gov,2.026839,bachelors,1.1283934,married_civ_spouse,prof_specialty,husband,white,male,-0.14543362,-0.21916214,-0.07888656,united_states
